time,order_temperature,temperature,tempéraure max_palier,puissance,proportional_coeff,coeff_integral,derivative_coeff,proportionnel,integral,derive
0.25833419999997886,0,0,0,0.0,12,1200,20,0,0.0,0.0
0.5734318999999743,-7.0,0,0,-104.01102841949081,12,1200,20,-84.0,-0.011028419490809491,-20
0.8796705999999972,-15.0,0,0,-145.04471467646275,12,1200,20,-125,-0.04471467646274012,-20
1.1901558999999793,-23.0,0,0,-145.05899220695085,12,1200,20,-125,-0.05899220695083642,-20
1.50628039999998,-31.0,0,0,-145.08535361492886,12,1200,20,-125,-0.0853536149288722,-20
1.8214404999999942,-39.0,0,0,-145.1103060349081,12,1200,20,-125,-0.11030603490808324,-20
2.145902499999977,-47.0,0,0,-145.13951865988372,12,1200,20,-125,-0.139518659883727,-20
2.4621979999999724,-55.0,0,0,-145.16131070486557,12,1200,20,-125,-0.16131070486557206,-20
2.777313899999996,-63.0,0,0,-145.18591838084507,12,1200,20,-125,-0.18591838084508183,-20
3.093790299999995,-71.0,0,0,-145.21203918782328,12,1200,20,-125,-0.21203918782330006,-20
3.4102638999999897,-79.0,0,0,-145.2373551998022,12,1200,20,-125,-0.23735519980220007,-20
3.72737029999999,-87.0,0,0,-145.26319831178068,12,1200,20,-125,-0.26319831178066816,-20
4.045756499999982,-95.0,0,0,-145.28973144175853,12,1200,20,-125,-0.2897314417585498,-20
4.362177499999973,-103.0,0,0,-145.31325678973894,12,1200,20,-125,-0.31325678973894394,-20
4.679018499999984,-111.0,0,0,-145.3390198697175,12,1200,20,-125,-0.339019869717495,-20
4.997479299999981,-119.0,0,0,-145.3662299196948,12,1200,20,-125,-0.3662299196948048,-20
5.314614599999999,-127.0,0,0,-145.39007641867497,12,1200,20,-125,-0.39007641867495857,-20
5.631840799999992,-136.0,0,0,-145.41715245265237,12,1200,20,-125,-0.417152452652364,-20
5.949766499999981,-145.0,0,0,-145.44668560812775,12,1200,20,-125,-0.44668560812774694,-20
6.265937199999996,-154.0,0,0,-145.47267519610614,12,1200,20,-125,-0.4726751961061263,-20
6.583359099999996,-163.0,0,0,-145.50311371108074,12,1200,20,-125,-0.5031137110807375,-20
6.901326599999976,-172.0,0,0,-145.53259556205614,12,1200,20,-125,-0.5325955620561376,-20
7.219441399999994,-181.0,0,0,-145.56147262153212,12,1200,20,-125,-0.5614726215321375,-20
7.536553699999985,-190.0,0,0,-145.58824331600977,12,1200,20,-125,-0.5882433160097803,-20
7.853713899999974,-199.0,0,0,-145.61687658848592,12,1200,20,-125,-0.6168765884859154,-20
8.170565899999986,-208.0,0,0,-145.64479381946268,12,1200,20,-125,-0.6447938194626951,-20
8.48809319999998,-217.0,0,0,-145.67474551193772,12,1200,20,-125,-0.6747455119377008,-20
8.80623,-226.0,0,0,-145.7046730114128,12,1200,20,-125,-0.7046730114128148,-20
9.124313399999977,-235.0,0,0,-145.73318223638898,12,1200,20,-125,-0.7331822363889633,-20
