time,consigne,temperature,tempéraure max_palier,puissance,coeff_proportionnel,coeff_integral,coeff_derive,proportionnel,integral,derive
0.06031589999929565,0,0,0,0.0,12,1200,20,0,0.0,0.0
0.26494670000010956,-7.0,0,0,-104.00716207799405,12,1200,20,-84.0,-0.007162077994060088,-20
0.3673306999999113,-8.0,0,0,-116.01484087798765,12,1200,20,-96.0,-0.014840877987646217,-20
0.4696896999994351,-8.0,0,0,-116.02302959798078,12,1200,20,-96.0,-0.02302959798078419,-20
0.5741318999998839,-8.0,0,0,-116.03138497397386,12,1200,20,-96.0,-0.031384973973857276,-20
0.6786754999993718,-8.0,0,0,-96.03974846196685,12,1200,20,-96.0,-0.03974846196684674,0.0
0.7901404999993247,-8.0,0,0,-96.04866566195942,12,1200,20,-96.0,-0.048665661959411965,0.0
0.8944984999998269,-8.0,0,0,-96.05701430195249,12,1200,20,-96.0,-0.05701430195249494,0.0
0.9995504999997138,-8.0,0,0,-96.06541846194548,12,1200,20,-96.0,-0.06541846194548243,0.0
1.1043716999993194,-8.0,0,0,-96.07380415793847,12,1200,20,-96.0,-0.07380415793846279,0.0
1.2064169999994192,-8.0,0,0,-96.08196778193167,12,1200,20,-96.0,-0.08196778193166776,0.0
1.3104932999995071,-8.0,0,0,-96.09029388592474,12,1200,20,-96.0,-0.09029388592473638,0.0
1.412424699999974,-8.0,0,0,-96.09844839791798,12,1200,20,-96.0,-0.0984483979179783,0.0
1.5137191999992865,-8.0,0,0,-96.10655195791117,12,1200,20,-96.0,-0.10655195791117032,0.0
1.615638399999625,-8.0,0,0,-96.11470549390441,12,1200,20,-96.0,-0.1147054939044028,0.0
1.7190364999996746,-8.0,0,0,-96.12297734189751,12,1200,20,-96.0,-0.12297734189751355,0.0
1.8221647999998822,-8.0,0,0,-96.13122760589066,12,1200,20,-96.0,-0.13122760589065494,0.0
1.9243477999998504,-8.0,0,0,-96.13940224588384,12,1200,20,-96.0,-0.1394022458838402,0.0
2.025838799999292,-8.0,0,0,-96.14752152587702,12,1200,20,-96.0,-0.14752152587702946,0.0
2.130673399999978,-8.0,0,0,-96.1559082938701,12,1200,20,-96.0,-0.15590829387009536,0.0
2.233576599999651,-8.0,0,0,-96.1641405498632,12,1200,20,-96.0,-0.164140549863209,0.0
2.3358822999998665,-8.0,0,0,-96.17232500585641,12,1200,20,-96.0,-0.17232500585640584,0.0
2.4388124999995853,-8.0,0,0,-96.18055942184952,12,1200,20,-96.0,-0.18055942184952134,0.0
2.543791600000077,-8.0,0,0,-96.18895774984256,12,1200,20,-96.0,-0.18895774984256206,0.0
2.6466758999995363,-8.0,0,0,-96.19718849383565,12,1200,20,-96.0,-0.19718849383565987,0.0
2.7505230999995547,-8.0,0,0,-96.20549626982874,12,1200,20,-96.0,-0.20549626982873817,0.0
2.855100400000083,-8.0,0,0,-96.2138624538218,12,1200,20,-96.0,-0.21386245382180863,0.0
2.958691099999669,-8.0,0,0,-96.22214970981487,12,1200,20,-96.0,-0.22214970981486945,0.0
3.063425699999243,-8.0,0,0,-96.23052847780785,12,1200,20,-96.0,-0.23052847780785307,0.0
3.1659445999994205,-8.0,0,0,-96.23872998980103,12,1200,20,-96.0,-0.23872998980103266,0.0
3.272643799999969,-8.0,0,0,-96.24726592579397,12,1200,20,-96.0,-0.24726592579396325,0.0
3.374832699999388,-8.0,0,0,-96.25544103778711,12,1200,20,-96.0,-0.2554410377871042,0.0
3.477905400000054,-8.0,0,0,-96.26368685378029,12,1200,20,-96.0,-0.263686853780286,0.0
3.5795548999994935,-8.0,0,0,-96.27181881377346,12,1200,20,-96.0,-0.2718188137734645,0.0
3.680992999999944,-8.0,0,0,-96.27993386176674,12,1200,20,-96.0,-0.279933861766738,0.0
3.782863299999917,-8.0,0,0,-96.28808348575994,12,1200,20,-96.0,-0.28808348575994447,0.0
3.8883857999999236,-8.0,0,0,-96.2965252857529,12,1200,20,-96.0,-0.29652528575291015,0.0
3.9905525999993188,-8.0,0,0,-96.30469862974606,12,1200,20,-96.0,-0.30469862974605066,0.0
4.096909099999721,-8.0,0,0,-96.31320714973899,12,1200,20,-96.0,-0.3132071497389924,0.0
4.198700299999473,-8.0,0,0,-96.3213504457322,12,1200,20,-96.0,-0.32135044573218646,0.0
4.3035085999999865,-8.0,0,0,-96.32973510972523,12,1200,20,-96.0,-0.32973510972524034,0.0
4.405167299999448,-8.0,0,0,-96.33786780571842,12,1200,20,-96.0,-0.33786780571842,0.0
4.5092759999997725,-8.0,0,0,-96.3461965017115,12,1200,20,-96.0,-0.3461965017115054,0.0
4.612000799999805,-8.0,0,0,-96.35441448570467,12,1200,20,-96.0,-0.35441448570465967,0.0
4.715817199999947,-8.0,0,0,-96.36271979769775,12,1200,20,-96.0,-0.3627197976977499,0.0
4.81967799999984,-8.0,0,0,-96.37102866169081,12,1200,20,-96.0,-0.37102866169081733,0.0
4.921711299999515,-8.0,0,0,-96.37919132568399,12,1200,20,-96.0,-0.3791913256839891,0.0
5.025197599999956,-8.0,0,0,-96.38747022967712,12,1200,20,-96.0,-0.3874702296771253,0.0
5.1291631999993115,-8.0,0,0,-96.39578747767014,12,1200,20,-96.0,-0.3957874776701427,0.0
5.231533799999852,-8.0,0,0,-96.40397712566336,12,1200,20,-96.0,-0.40397712566336125,0.0
