time,consigne,temperature,tempéraure max_palier,puissance,coeff_proportionnel,coeff_integral,coeff_derive,proportionnel,integral,derive
0.07906660000026022,0,0,0,0.0,12,1200,20,0,0.0,0.0
0.32215350000024046,-7.0,0,0,-104.0085080414929,12,1200,20,-84.0,-0.008508041492909273,-20
0.5088055000005625,-8.0,0,0,-116.02250694148127,12,1200,20,-96.0,-0.02250694148126767,-20
0.613810700000613,-8.0,0,0,-116.03090735747428,12,1200,20,-96.0,-0.03090735747427137,-20
0.7157246000006126,-8.0,0,0,-116.03906046946747,12,1200,20,-96.0,-0.03906046946747707,-20
0.8272115999998277,-8.0,0,0,-96.04797942945999,12,1200,20,-96.0,-0.04797942945998182,0.0
0.9560157000005347,-8.0,0,0,-96.05828375745145,12,1200,20,-96.0,-0.05828375745145144,0.0
1.0618107999998756,-8.0,0,0,-96.06674736544434,12,1200,20,-96.0,-0.0667473654443457,0.0
1.1796653999999762,-8.0,0,0,-96.0761757334365,12,1200,20,-96.0,-0.07617573343649678,0.0
1.2906356000003143,-8.0,0,0,-96.08505334942913,12,1200,20,-96.0,-0.0850533494291258,0.0
1.4174886999999217,-8.0,0,0,-96.09520159742064,12,1200,20,-96.0,-0.09520159742063752,0.0
1.5285382000001846,-8.0,0,0,-96.10408555741326,12,1200,20,-96.0,-0.10408555741325526,0.0
1.647404400000596,-8.0,0,0,-96.11359485340536,12,1200,20,-96.0,-0.11359485340536375,0.0
1.7641297999998642,-8.0,0,0,-96.12293288539752,12,1200,20,-96.0,-0.12293288539752352,0.0
1.8829583000006096,-8.0,0,0,-96.13243916538966,12,1200,20,-96.0,-0.13243916538966125,0.0
2.0168290999999954,-8.0,0,0,-96.14314882938069,12,1200,20,-96.0,-0.14314882938068738,0.0
2.1412426000006235,-8.0,0,0,-96.15310190937244,12,1200,20,-96.0,-0.1531019093724434,0.0
2.2862024000005476,-8.0,0,0,-96.16469869336278,12,1200,20,-96.0,-0.16469869336277335,0.0
2.401665200000025,-8.0,0,0,-96.17393571735504,12,1200,20,-96.0,-0.17393571735503402,0.0
2.5395353000003524,-8.0,0,0,-96.18496532534587,12,1200,20,-96.0,-0.18496532534586888,0.0
2.6443456000006336,-8.0,0,0,-96.1933501493389,12,1200,20,-96.0,-0.19335014933890401,0.0
2.751245700000254,-8.0,0,0,-96.20190215733174,12,1200,20,-96.0,-0.201902157331747,0.0
2.869451100000333,-8.0,0,0,-96.21135858932388,12,1200,20,-96.0,-0.21135858932387294,0.0
2.9891671000004862,-8.0,0,0,-96.22093586931591,12,1200,20,-96.0,-0.22093586931590412,0.0
3.1069179000005533,-8.0,0,0,-96.23035593330806,12,1200,20,-96.0,-0.23035593330805942,0.0
3.229082599999856,-8.0,0,0,-96.24012910929986,12,1200,20,-96.0,-0.24012910929985934,0.0
3.341425600000548,-8.0,0,0,-96.24911654929242,12,1200,20,-96.0,-0.24911654929242516,0.0
3.463903400000163,-8.0,0,0,-96.25891477328423,12,1200,20,-96.0,-0.2589147732842292,0.0
3.5719820000003892,-8.0,0,0,-96.26756106127704,12,1200,20,-96.0,-0.26756106127704204,0.0
3.6915794000005917,-8.0,0,0,-96.27712885326909,12,1200,20,-96.0,-0.27712885326908504,0.0
3.8194038000001456,-8.0,0,0,-96.28735480526053,12,1200,20,-96.0,-0.28735480526052776,0.0
3.9443357999998625,-8.0,0,0,-96.29734936525217,12,1200,20,-96.0,-0.2973493652521763,0.0
4.055914900000062,-8.0,0,0,-96.30627569324476,12,1200,20,-96.0,-0.3062756932447536,0.0
4.183452500000385,-8.0,0,0,-96.31647870123628,12,1200,20,-96.0,-0.31647870123627697,0.0
4.303508699999838,-8.0,0,0,-96.32608319722823,12,1200,20,-96.0,-0.3260831972282295,0.0
4.415720900000451,-8.0,0,0,-96.3350601732208,12,1200,20,-96.0,-0.33506017322079773,0.0
4.539435499999854,-8.0,0,0,-96.3449573412125,12,1200,20,-96.0,-0.3449573412125023,0.0
4.669923600000402,-8.0,0,0,-96.35539638920385,12,1200,20,-96.0,-0.3553963892038469,0.0
4.786396100000275,-8.0,0,0,-96.36471418919608,12,1200,20,-96.0,-0.3647141891960719,0.0
4.916586199999983,-8.0,0,0,-96.37512939718737,12,1200,20,-96.0,-0.37512939718736926,0.0
5.018471800000043,-8.0,0,0,-96.38328024518059,12,1200,20,-96.0,-0.3832802451805817,0.0
5.146174999999857,-8.0,0,0,-96.39349650117205,12,1200,20,-96.0,-0.39349650117205326,0.0
5.257872700000007,-8.0,0,0,-96.40243231716462,12,1200,20,-96.0,-0.40243231716461875,0.0
5.382172499999797,-8.0,0,0,-96.41237630115631,12,1200,20,-96.0,-0.41237630115631524,0.0
5.506679900000563,-8.0,0,0,-96.42233689314807,12,1200,20,-96.0,-0.42233689314807604,0.0
5.608709500000259,-8.0,0,0,-96.43049926114125,12,1200,20,-96.0,-0.43049926114124976,0.0
5.71046220000062,-8.0,0,0,-96.4386394771345,12,1200,20,-96.0,-0.43863947713449514,0.0
5.815049200000431,-8.0,0,0,-96.44700643712751,12,1200,20,-96.0,-0.4470064371275075,0.0
5.929137500000252,-8.0,0,0,-96.4561335011199,12,1200,20,-96.0,-0.4561335011198873,0.0
6.054327800000465,-8.0,0,0,-96.46614872511155,12,1200,20,-96.0,-0.4661487251115583,0.0
6.169749100000445,-8.0,0,0,-96.47538242910386,12,1200,20,-96.0,-0.47538242910386197,0.0
