time,order_temperature,temperature,tempéraure max_palier,puissance,proportional_coeff,coeff_integral,derivative_coeff,proportionnel,integral,derive
0.2707273000000896,0,0,0,0.0,12,1200,20,0,0.0,0.0
0.5724811000000045,-7.0,0,0,-104.0105613829912,12,1200,20,-84.0,-0.010561382991195868,-20
0.8758568000002924,-8.0,0,0,-116.03331456047226,12,1200,20,-96.0,-0.03331456047225648,-20
1.1791417000004003,-8.0,0,0,-116.05757735245204,12,1200,20,-96.0,-0.057577352452046114,-20
1.4821697000002132,-8.0,0,0,-116.08181959243183,12,1200,20,-96.0,-0.08181959243182928,-20
1.7848465000001852,-8.0,0,0,-96.10603373641165,12,1200,20,-96.0,-0.10603373641164858,0.0
2.0968166000002384,-8.0,0,0,-96.13099134439085,12,1200,20,-96.0,-0.13099134439085483,0.0
2.4000816000002487,-8.0,0,0,-96.15525254437064,12,1200,20,-96.0,-0.15525254437063798,0.0
2.702389900000071,-8.0,0,0,-96.17943720835046,12,1200,20,-96.0,-0.1794372083504699,0.0
3.0053796000001967,-8.0,0,0,-96.20367638433028,12,1200,20,-96.0,-0.20367638433028062,0.0
3.3082114000003457,-8.0,0,0,-96.2279029283101,12,1200,20,-96.0,-0.22790292831010375,0.0
3.6114853000003677,-8.0,0,0,-96.2521648402899,12,1200,20,-96.0,-0.2521648402898872,0.0
3.9143302000002222,-8.0,0,0,-96.27639243226969,12,1200,20,-96.0,-0.27639243226968596,0.0
4.216870700000072,3.0,0,0,55.71604405523662,12,1200,20,36.0,-0.28395594476337926,20
4.519156000000294,4.0,0,0,67.72662404072781,12,1200,20,48.0,-0.27337595927218816,20
4.822520500000337,4.0,0,0,67.7387586207177,12,1200,20,48.0,-0.26124137928229857,20
5.125198600000203,4.0,0,0,67.7508657447076,12,1200,20,48.0,-0.24913425529239322,20
5.428270700000212,4.0,0,0,47.76298862869751,12,1200,20,48.0,-0.23701137130249528,0.0
5.73025860000007,4.0,0,0,47.77506814468743,12,1200,20,48.0,-0.2249318553125672,0.0
6.033096000000114,4.0,0,0,47.78718164067734,12,1200,20,48.0,-0.21281835932266002,0.0
6.336167899999964,4.0,0,0,47.799304516667235,12,1200,20,48.0,-0.20069548333276843,0.0
6.639386600000307,4.0,0,0,47.81143326465714,12,1200,20,48.0,-0.188566735342862,0.0
6.942694700000175,4.0,0,0,47.82356558864702,12,1200,20,48.0,-0.17643441135297758,0.0
7.245420600000216,4.0,0,0,47.83567462463693,12,1200,20,48.0,-0.1643253753630668,0.0
7.547472000000198,4.0,0,0,47.847756680626865,12,1200,20,48.0,-0.15224331937313587,0.0
7.850689900000361,4.0,0,0,47.85988539661676,12,1200,20,48.0,-0.1401146033832366,0.0
8.154061400000046,4.0,0,0,47.87202025660664,12,1200,20,48.0,-0.1279797433933616,0.0
8.457514600000195,4.0,0,0,47.88415838459653,12,1200,20,48.0,-0.11584161540347075,0.0
8.760053299999981,4.0,0,0,47.89625993258644,12,1200,20,48.0,-0.10374006741356392,0.0
9.062208199999986,4.0,0,0,47.90834612857636,12,1200,20,48.0,-0.09165387142363556,0.0
9.36330880000014,4.0,0,0,47.920390152566334,12,1200,20,48.0,-0.07960984743366607,0.0
9.665376500000093,4.0,0,0,47.93247286055626,12,1200,20,48.0,-0.06752713944373691,0.0
9.96783570000025,4.0,0,0,47.94457122854619,12,1200,20,48.0,-0.05542877145381257,0.0
10.27063360000011,4.0,0,0,47.956683144536086,12,1200,20,48.0,-0.04331685546391146,0.0
10.57406230000015,4.0,0,0,47.968820292525976,12,1200,20,48.0,-0.031179707474024133,0.0
10.877478200000041,4.0,0,0,47.98095692851586,12,1200,20,48.0,-0.019043071484142363,0.0
11.180494400000043,4.0,0,0,47.993077576505755,12,1200,20,48.0,-0.006922423494242832,0.0
11.483622000000196,4.0,0,0,48.00520268049566,12,1200,20,48.0,0.005202680495659018,0.0
11.786065100000087,4.0,0,0,48.017300404485574,12,1200,20,48.0,0.01730040448557323,0.0
12.088634500000353,4.0,0,0,48.0294031804755,12,1200,20,48.0,0.029403180475498218,0.0
12.391588700000284,4.0,0,0,48.041521348465395,12,1200,20,48.0,0.041521348465396984,0.0
12.694512000000032,4.0,0,0,48.05363828045529,12,1200,20,48.0,0.05363828045528944,0.0
12.996938500000397,4.0,0,0,48.06573534044522,12,1200,20,48.0,0.06573534044522317,0.0
13.299415599999975,4.0,0,0,48.077834424435125,12,1200,20,48.0,0.07783442443512371,0.0
13.601100200000019,4.0,0,0,48.08990180842507,12,1200,20,48.0,0.08990180842506933,0.0
13.904340500000217,4.0,0,0,48.10203142041497,12,1200,20,48.0,0.10203142041496922,0.0
14.20741420000013,4.0,0,0,48.11415436840486,12,1200,20,48.0,0.11415436840486332,0.0
14.509605100000044,4.0,0,0,48.12624200439479,12,1200,20,48.0,0.12624200439478683,0.0
14.812383500000124,4.0,0,0,48.138353140384694,12,1200,20,48.0,0.1383531403846974,0.0
15.116385499999978,4.0,0,0,48.150513220374556,12,1200,20,48.0,0.1505132203745582,0.0
15.41941820000011,4.0,0,0,48.162634528364464,12,1200,20,48.0,0.16263452836446232,0.0
15.722407100000055,4.0,0,0,48.17475408435436,12,1200,20,48.0,0.17475408435436052,0.0
16.02589110000008,4.0,0,0,48.18689344434424,12,1200,20,48.0,0.18689344434424543,0.0
16.328765300000214,4.0,0,0,48.19900841233415,12,1200,20,48.0,0.19900841233415495,0.0
16.63258880000012,4.0,0,0,48.21116135232403,12,1200,20,48.0,0.2111613523240238,0.0
16.93537349999997,4.0,0,0,48.223272740313924,12,1200,20,48.0,0.22327274031392486,0.0
17.23745850000023,4.0,0,0,48.235356140303864,12,1200,20,48.0,0.2353561403038658,0.0
17.540334799999982,4.0,0,0,48.24747119229376,12,1200,20,48.0,0.24747119229376002,0.0
17.84369080000033,4.0,0,0,48.259605432283664,12,1200,20,48.0,0.2596054322836621,0.0
18.147354000000178,4.0,0,0,48.271751960273534,12,1200,20,48.0,0.2717519602735339,0.0
18.45050960000026,4.0,0,0,48.28387818426343,12,1200,20,48.0,0.283878184263432,0.0
18.753342100000282,4.0,0,0,48.295991484253335,12,1200,20,48.0,0.29599148425333843,0.0
19.056079599999975,4.0,0,0,48.30810098424323,12,1200,20,48.0,0.3081009842432349,0.0
19.35876989999997,4.0,0,0,48.320208596233144,12,1200,20,48.0,0.320208596233145,0.0
19.662029600000096,4.0,0,0,48.33233898422304,12,1200,20,48.0,0.3323389842230414,0.0
19.96527670000023,4.0,0,0,48.344468868212935,12,1200,20,48.0,0.3444688682129386,0.0
20.268199100000402,4.0,0,0,48.35658576420285,12,1200,20,48.0,0.356585764202848,0.0
20.571905400000105,4.0,0,0,48.36873401619271,12,1200,20,48.0,0.36873401619271257,0.0
20.874694900000122,4.0,0,0,48.38084559618262,12,1200,20,48.0,0.38084559618262026,0.0
21.17792690000033,4.0,0,0,48.392974876172524,12,1200,20,48.0,0.39297487617252086,0.0
21.48057430000017,4.0,0,0,48.40508077216243,12,1200,20,48.0,0.4050807721624263,0.0
21.783452900000157,4.0,0,0,48.41719591615233,12,1200,20,48.0,0.4171959161523297,0.0
22.08694790000027,4.0,0,0,48.42933571614222,12,1200,20,48.0,0.42933571614221766,0.0
22.38918680000006,4.0,0,0,48.441425272132136,12,1200,20,48.0,0.4414252721321348,0.0
22.692082100000334,4.0,0,0,48.45354108412205,12,1200,20,48.0,0.4535410841220492,0.0
22.994812000000366,4.0,0,0,48.46565028011196,12,1200,20,48.0,0.4656502801119594,0.0
23.297535100000005,4.0,0,0,48.47775920410185,12,1200,20,48.0,0.47775920410185424,0.0
23.599344400000064,4.0,0,0,48.489831576091795,12,1200,20,48.0,0.4898315760917963,0.0
23.90165939999997,4.0,0,0,48.501924176081715,12,1200,20,48.0,0.5019241760817155,0.0
24.204029600000013,4.0,0,0,48.51401898407164,12,1200,20,48.0,0.514018984071638,0.0
24.507101500000317,4.0,0,0,48.52614186006155,12,1200,20,48.0,0.5261418600615478,0.0
24.810093600000073,4.0,0,0,48.53826154405144,12,1200,20,48.0,0.5382615440514383,0.0
25.11347240000032,4.0,0,0,48.55039669604133,12,1200,20,48.0,0.5503966960413356,0.0
25.41601410000021,4.0,0,0,48.56249836403125,12,1200,20,48.0,0.5624983640312465,0.0
25.719786999999997,4.0,0,0,48.57464928002111,12,1200,20,48.0,0.5746492800211122,0.0
26.02307400000018,4.0,0,0,48.58678076001101,12,1200,20,48.0,0.5867807600110099,0.0
26.326395400000365,4.0,0,0,48.59891361600091,12,1200,20,48.0,0.5989136160009066,0.0
26.63013550000005,4.0,0,0,48.61106321999077,12,1200,20,48.0,0.6110632199907694,0.0
26.933157000000392,4.0,0,0,48.62318407998068,12,1200,20,48.0,0.6231840799806823,0.0
27.235514299999977,4.0,0,0,48.635278371970585,12,1200,20,48.0,0.6352783719705871,0.0
27.538914300000215,4.0,0,0,48.64741437196049,12,1200,20,48.0,0.6474143719604833,0.0
27.84165350000012,4.0,0,0,48.65952393995039,12,1200,20,48.0,0.6595239399503883,0.0
28.1442148000001,4.0,0,0,48.6716263919403,12,1200,20,48.0,0.671626391940302,0.0
28.44774170000028,4.0,0,0,48.68376746793019,12,1200,20,48.0,0.6837674679301916,0.0
28.750906100000066,4.0,0,0,48.69589404392008,12,1200,20,48.0,0.6958940439200776,0.0
29.053977900000064,4.0,0,0,48.70801691590997,12,1200,20,48.0,0.7080169159099752,0.0
29.35588970000026,4.0,0,0,48.72009338789992,12,1200,20,48.0,0.7200933878999193,0.0
29.658336899999995,4.0,0,0,48.732191275889825,12,1200,20,48.0,0.7321912758898271,0.0
