time,consigne,temperature,tempéraure max_palier,puissance,proportional_coeff,coeff_integral,derivative_coeff,proportionnel,integral,derive
0.27788810000004105,0,0,0,0.0,12,1200,20,0,0.0,0.0
0.582762500000058,-7.0,0,0,-104.0106706039911,12,1200,20,-84.0,-0.010670603991108423,-20
0.8891076000001021,-8.0,0,0,-116.03364648647197,12,1200,20,-96.0,-0.03364648647196516,-20
1.193996200000015,-8.0,0,0,-116.05803757445163,12,1200,20,-96.0,-0.05803757445163228,-20
1.4988984999999957,-8.0,0,0,-116.0824297584313,12,1200,20,-96.0,-0.08242975843130392,-20
1.8067085000000134,-8.0,0,0,-96.10705455841078,12,1200,20,-96.0,-0.10705455841078466,0.0
2.1205313000000388,-8.0,0,0,-96.13216038238987,12,1200,20,-96.0,-0.13216038238986516,0.0
2.425555900000063,-8.0,0,0,-96.15656235036953,12,1200,20,-96.0,-0.15656235036953214,0.0
2.730514200000016,-8.0,0,0,-96.1809590143492,12,1200,20,-96.0,-0.1809590143491978,0.0
3.036601100000098,-8.0,0,0,-96.2054459663288,12,1200,20,-96.0,-0.20544596632879858,0.0
3.3407151000000113,-8.0,0,0,-96.22977508630852,12,1200,20,-96.0,-0.22977508630851737,0.0
3.6441915000000336,-8.0,0,0,-96.25405319828829,12,1200,20,-96.0,-0.2540531982882874,0.0
3.9495778000000428,-8.0,0,0,-96.27848410226792,12,1200,20,-96.0,-0.278484102267929,0.0
4.254680000000008,-8.0,0,0,-96.30289227824758,12,1200,20,-96.0,-0.3028922782475861,0.0
4.558208900000068,-8.0,0,0,-96.32717459022736,12,1200,20,-96.0,-0.3271745902273556,0.0
4.86178510000002,-8.0,0,0,-96.35146068620712,12,1200,20,-96.0,-0.3514606862071134,0.0
5.167253600000095,-8.0,0,0,-96.37589816618676,12,1200,20,-96.0,-0.3758981661867548,0.0
5.471877600000084,-8.0,0,0,-96.40026808616645,12,1200,20,-96.0,-0.4002680861664457,0.0
5.777137400000015,-8.0,0,0,-96.42468887014608,12,1200,20,-96.0,-0.4246888701460895,0.0
6.082154100000025,-8.0,0,0,-96.44909020612576,12,1200,20,-96.0,-0.44909020612575584,0.0
6.387301800000046,-8.0,0,0,-96.47350202210542,12,1200,20,-96.0,-0.4735020221054143,0.0
6.692637700000091,-8.0,0,0,-96.49792889408506,12,1200,20,-96.0,-0.49792889408506225,0.0
6.998191200000065,-8.0,0,0,-96.5223731740647,12,1200,20,-96.0,-0.5223731740646899,0.0
7.302943800000094,-8.0,0,0,-96.54675338204437,12,1200,20,-96.0,-0.5467533820443754,0.0
7.608115600000019,-8.0,0,0,-96.57116712602402,12,1200,20,-96.0,-0.5711671260240246,0.0
7.9129409000000805,-8.0,0,0,-96.59555315000371,12,1200,20,-96.0,-0.5955531500037078,0.0
8.218567600000029,-8.0,0,0,-96.62000328598333,12,1200,20,-96.0,-0.6200032859833285,0.0
8.524277299999994,-8.0,0,0,-96.64446006196295,12,1200,20,-96.0,-0.6444600619629451,0.0
8.829323000000045,-8.0,0,0,-96.66886371794261,12,1200,20,-96.0,-0.6688637179426128,0.0
9.13433580000003,-8.0,0,0,-96.69326474192228,12,1200,20,-96.0,-0.6932647419222775,0.0
9.439879399999995,-8.0,0,0,-96.7177082299019,12,1200,20,-96.0,-0.7177082299019051,0.0
9.745594200000028,-8.0,0,0,-96.74216541388152,12,1200,20,-96.0,-0.7421654138815267,0.0
10.050785700000006,-8.0,0,0,-96.76658073386118,12,1200,20,-96.0,-0.7665807338611789,0.0
10.356407800000056,-8.0,0,0,-96.79103050184081,12,1200,20,-96.0,-0.791030501840808,0.0
10.661570200000028,-8.0,0,0,-96.81544349382047,12,1200,20,-96.0,-0.8154434938204617,0.0
10.966684100000066,-8.0,0,0,-96.83985260580012,12,1200,20,-96.0,-0.8398526058001238,0.0
11.272058000000015,-8.0,0,0,-96.86428251777976,12,1200,20,-96.0,-0.8642825177797615,0.0
11.576702000000068,-8.0,0,0,-96.88865403775945,12,1200,20,-96.0,-0.8886540377594561,0.0
11.881753000000003,-8.0,0,0,-96.91305811773911,12,1200,20,-96.0,-0.9130581177391142,0.0
12.184341600000039,-8.0,0,0,-96.93726520571894,12,1200,20,-96.0,-0.9372652057189444,0.0
12.487933800000064,-8.0,0,0,-96.96155258169871,12,1200,20,-96.0,-0.9615525816987069,0.0
12.791352500000016,-8.0,0,0,-96.98582607767848,12,1200,20,-96.0,-0.9858260776784752,0.0
13.09381360000009,-8.0,0,0,-97.01002296565832,12,1200,20,-96.0,-1.010022965658317,0.0
13.39799800000003,-8.0,0,0,-97.03435771763803,12,1200,20,-96.0,-1.0343577176380332,0.0
13.70188630000007,-8.0,0,0,-97.05866878161778,12,1200,20,-96.0,-1.058668781617777,0.0
14.006530200000043,-8.0,0,0,-97.08304029359746,12,1200,20,-96.0,-1.0830402935974655,0.0
14.311065299999996,-8.0,0,0,-97.10740310157716,12,1200,20,-96.0,-1.1074031015771593,0.0
14.616668400000094,-8.0,0,0,-97.1318513495568,12,1200,20,-96.0,-1.1318513495567937,0.0
14.921599900000047,-8.0,0,0,-97.15624586953646,12,1200,20,-96.0,-1.156245869536461,0.0
15.226330200000007,-8.0,0,0,-97.18062429351615,12,1200,20,-96.0,-1.1806242935161426,0.0
15.530549000000065,-8.0,0,0,-97.20496179749587,12,1200,20,-96.0,-1.204961797495866,0.0
15.835783300000003,-8.0,0,0,-97.2293805414755,12,1200,20,-96.0,-1.2293805414755121,0.0
16.14067650000004,-8.0,0,0,-97.25377199745519,12,1200,20,-96.0,-1.2537719974551889,0.0
16.44631030000005,-8.0,0,0,-97.27822270143481,12,1200,20,-96.0,-1.278222701434814,0.0
16.75126510000007,-8.0,0,0,-97.30261908541449,12,1200,20,-96.0,-1.3026190854144852,0.0
17.0560696,-8.0,0,0,-97.32700344539415,12,1200,20,-96.0,-1.3270034453941595,0.0
17.36062650000008,-8.0,0,0,-97.35136799737386,12,1200,20,-96.0,-1.351367997373862,0.0
17.6659820000001,-8.0,0,0,-97.3757964373535,12,1200,20,-96.0,-1.3757964373535065,0.0
17.970966100000055,-8.0,0,0,-97.40019516533317,12,1200,20,-96.0,-1.4001951653331708,0.0
18.27490410000007,-8.0,0,0,-97.42451020531291,12,1200,20,-96.0,-1.4245102053129095,0.0
18.579450199999997,-8.0,0,0,-97.4488738932926,12,1200,20,-96.0,-1.4488738932926004,0.0
18.884819700000094,-8.0,0,0,-97.47330345327225,12,1200,20,-96.0,-1.4733034532722502,0.0
19.189800600000012,-8.0,0,0,-97.49770192525192,12,1200,20,-96.0,-1.4977019252519117,0.0
19.49381470000003,-8.0,0,0,-97.52202305323165,12,1200,20,-96.0,-1.5220230532316454,0.0
19.798171300000035,-8.0,0,0,-97.54637158121136,12,1200,20,-96.0,-1.5463715812113554,0.0
20.104602800000066,-8.0,0,0,-97.57088610119092,12,1200,20,-96.0,-1.5708861011909292,0.0
20.409418500000015,-8.0,0,0,-97.5952713571706,12,1200,20,-96.0,-1.595271357170604,0.0
20.71546790000002,-8.0,0,0,-97.61975530915021,12,1200,20,-96.0,-1.6197553091502013,0.0
21.020044299999995,-8.0,0,0,-97.6441214211299,12,1200,20,-96.0,-1.644121421129894,0.0
21.324870300000043,-8.0,0,0,-97.66850750110957,12,1200,20,-96.0,-1.668507501109576,0.0
21.629644600000006,-8.0,0,0,-97.69288944508925,12,1200,20,-96.0,-1.6928894450892549,0.0
21.934388900000044,-8.0,0,0,-97.71726898906894,12,1200,20,-96.0,-1.7172689890689417,0.0
22.239541500000087,-8.0,0,0,-97.7416811970486,12,1200,20,-96.0,-1.7416811970486015,0.0
22.544254000000024,-8.0,0,0,-97.76605819702829,12,1200,20,-96.0,-1.7660581970282823,0.0
22.8493840000001,-8.0,0,0,-97.79046859700794,12,1200,20,-96.0,-1.7904685970079464,0.0
23.154259600000046,-8.0,0,0,-97.81485864498762,12,1200,20,-96.0,-1.814858644987617,0.0
23.459345900000017,-8.0,0,0,-97.83926554896728,12,1200,20,-96.0,-1.8392655489672756,0.0
23.763523899999996,-8.0,0,0,-97.863599788947,12,1200,20,-96.0,-1.8635997889469953,0.0
24.068292000000042,-8.0,0,0,-97.88798123692668,12,1200,20,-96.0,-1.8879812369266813,0.0
24.37256500000001,-8.0,0,0,-97.91232307690639,12,1200,20,-96.0,-1.9123230769063937,0.0
24.678196800000023,-8.0,0,0,-97.93677362088602,12,1200,20,-96.0,-1.9367736208860193,0.0
24.98403380000002,-8.0,0,0,-97.96124058086563,12,1200,20,-96.0,-1.96124058086563,0.0
25.28958810000006,-8.0,0,0,-97.98568492484526,12,1200,20,-96.0,-1.9856849248452628,0.0
25.595412200000055,-8.0,0,0,-98.01015085282488,12,1200,20,-96.0,-2.010150852824874,0.0
25.9002567,-8.0,0,0,-98.03453841280455,12,1200,20,-96.0,-2.034538412804547,0.0
26.206313200000068,-8.0,0,0,-98.05902293278415,12,1200,20,-96.0,-2.0590229327841487,0.0
26.51176070000008,-8.0,0,0,-98.08345873276379,12,1200,20,-96.0,-2.0834587327637863,0.0
26.816066400000068,-8.0,0,0,-98.1078031887435,12,1200,20,-96.0,-2.1078031887434983,0.0
27.12173430000007,-8.0,0,0,-98.13225662072313,12,1200,20,-96.0,-2.132256620723121,0.0
27.426792400000068,-8.0,0,0,-98.15666126870278,12,1200,20,-96.0,-2.1566612687027833,0.0
27.732434000000012,-8.0,0,0,-98.1811125966824,12,1200,20,-96.0,-2.1811125966824028,0.0
28.03835670000001,-8.0,0,0,-98.205586412662,12,1200,20,-96.0,-2.2055864126620075,0.0
28.344521900000018,-8.0,0,0,-98.23007962864159,12,1200,20,-96.0,-2.2300796286415974,0.0
28.651208700000097,-8.0,0,0,-98.25461457262116,12,1200,20,-96.0,-2.2546145726211577,0.0
28.956942700000013,-8.0,0,0,-98.27907329260077,12,1200,20,-96.0,-2.279073292600769,0.0
29.26303070000006,-8.0,0,0,-98.30356033258036,12,1200,20,-96.0,-2.3035603325803664,0.0
29.5693950000001,-8.0,0,0,-98.32806947655995,12,1200,20,-96.0,-2.3280694765599454,0.0
29.874006200000053,-8.0,0,0,-98.35243837253964,12,1200,20,-96.0,-2.3524383725396345,0.0
30.178398300000026,-8.0,0,0,-98.37678974051934,12,1200,20,-96.0,-2.3767897405193397,0.0
30.48365190000004,-8.0,0,0,-98.401210028499,12,1200,20,-96.0,-2.4012100284989906,0.0
30.78774420000002,-8.0,0,0,-98.42553741247872,12,1200,20,-96.0,-2.425537412478716,0.0
31.09327600000006,-8.0,0,0,-98.44997995645835,12,1200,20,-96.0,-2.44997995645835,0.0
31.3982757,-8.0,0,0,-98.47437993243801,12,1200,20,-96.0,-2.474379932438012,0.0
31.702612000000045,-8.0,0,0,-98.49872683641773,12,1200,20,-96.0,-2.4987268364177266,0.0
32.00810440000009,-8.0,0,0,-98.52316622839736,12,1200,20,-96.0,-2.5231662283973644,0.0
32.31203130000006,-8.0,0,0,-98.5474803803771,12,1200,20,-96.0,-2.5474803803771,0.0
32.61743820000004,-8.0,0,0,-98.57191293235674,12,1200,20,-96.0,-2.571912932356738,0.0
32.92293490000009,-8.0,0,0,-98.59635266833638,12,1200,20,-96.0,-2.596352668336375,0.0
33.22852390000003,-8.0,0,0,-98.62079978831599,12,1200,20,-96.0,-2.6207997883159977,0.0
33.532825600000024,-8.0,0,0,-98.64514392429571,12,1200,20,-96.0,-2.6451439242957107,0.0
33.83787640000003,-8.0,0,0,-98.66954798827537,12,1200,20,-96.0,-2.6695479882753745,0.0
34.14272330000006,-8.0,0,0,-98.69393574025506,12,1200,20,-96.0,-2.6939357402550534,0.0
34.448480399999994,-8.0,0,0,-98.71839630823466,12,1200,20,-96.0,-2.7183963082346647,0.0
34.75333940000007,-8.0,0,0,-98.74278502821434,12,1200,20,-96.0,-2.742785028214347,0.0
35.058204000000046,-8.0,0,0,-98.76717419619402,12,1200,20,-96.0,-2.767174196194021,0.0
35.36312040000007,-8.0,0,0,-98.7915675081737,12,1200,20,-96.0,-2.791567508173695,0.0
35.66757140000004,-8.0,0,0,-98.8159235881534,12,1200,20,-96.0,-2.815923588153396,0.0
35.97167360000003,-8.0,0,0,-98.84025176413311,12,1200,20,-96.0,-2.8402517641331215,0.0
36.276579600000105,-8.0,0,0,-98.8646442441128,12,1200,20,-96.0,-2.8646442441128004,0.0
36.582460800000035,-8.0,0,0,-98.8891147400924,12,1200,20,-96.0,-2.8891147400924027,0.0
36.887172700000065,-8.0,0,0,-98.91349169207209,12,1200,20,-96.0,-2.913491692072091,0.0
37.19252820000008,-8.0,0,0,-98.93792013205173,12,1200,20,-96.0,-2.9379201320517354,0.0
37.49826470000005,-8.0,0,0,-98.96237905203135,12,1200,20,-96.0,-2.96237905203135,0.0
37.80256600000007,-8.0,0,0,-98.98672315601107,12,1200,20,-96.0,-2.986723156011065,0.0
38.10747700000002,-8.0,0,0,-99.01111603599074,12,1200,20,-96.0,-3.0111160359907334,0.0
38.41270600000007,-8.0,0,0,-99.03553435597038,12,1200,20,-96.0,-3.0355343559703893,0.0
38.71776820000002,-8.0,0,0,-99.05993933195005,12,1200,20,-96.0,-3.059939331950048,0.0
39.02319580000005,-8.0,0,0,-99.08437353992969,12,1200,20,-96.0,-3.0843735399296883,0.0
39.328922900000066,-8.0,0,0,-99.1088317079093,12,1200,20,-96.0,-3.1088317079093075,0.0
39.633111400000075,-8.0,0,0,-99.13316678788902,12,1200,20,-96.0,-3.1331667878890292,0.0
